Gene_Name	Num_Chr	txStart	txEnd
FAM72A	1	206138911	206155066
FAM72B	1	120839005	120855680
FAM72D	1	143896452	143913143
FAM73A	1	78245309	78344077
FAM73B	9	131798923	131834350
FAM74A1	9	39900200	39907240
FAM74A3	9	40715524	40722679
FAM74A4	9	65487273	65494386
FAM75A2	9	39355699	39361957
FAM75A3	9	40700291	40706536
FAM75A5	9	41500679	41506923
FAM75A6	9	43624504	43630730
FAM75C1	9	90529408	90538571
FAM76A	1	28052490	28089421
FAM76B	11	95502106	95522954
FAM78A	9	134133466	134151906
FAM78B	1	166029416	166136206
FAM7A2	15	30864758	30892900
FAM7A3	15	30395935	30423946
FAM81A	15	59730372	59815751
FAM81B	5	94727048	94786144
FAM82A1	2	38152462	38294280
FAM82A2	15	41028086	41048049
FAM82B	8	87484579	87521009
FAM83A	8	124191287	124222317
FAM83B	6	54711569	54806817
FAM83C	20	33873287	33880225
FAM83D	20	37554955	37581701
FAM83E	19	49103857	49116694
FAM83F	22	40390953	40426043
FAM83G	17	18874382	18908060
FAM83H	8	144806104	144815914
FAM84A	2	14772856	14790933
FAM84B	8	127564687	127570466
FAM86A	16	5134301	5147789
FAM86B1	8	12039614	12051624
FAM86B2	8	12283126	12293864
FAM86C	11	71498557	71512276
FAM86D	3	75470705	75484266
FAM89A	1	231154704	231175995
FAM89B	11	65339820	65341669
FAM8A1	6	17600518	17611949
FAM90A1	12	8373856	8380214
FAM90A7	8	7413661	7417234
FAM91A1	8	124780882	124827688
FAM92A1	8	94712773	94740669
FAM92A3	4	183958818	183961271
FAM92B	16	85131965	85146114
FAM95B1	9	42466317	42474237
FAM96A	15	64364761	64386207
FAM96B	16	66965959	66968320
FAM98A	2	33808729	33824362
FAM98B	15	38746328	38777062
FAM98C	19	38893775	38899728
FAM99A	11	1686829	1689085
FAM99B	11	1704500	1706859
FAM9A	23	8758839	8769424
FAM9B	23	8993039	9132647
FAM9C	23	13053737	13062800
FANCA	16	89803959	89883065
FANCB	23	14861529	14891184
FANCC	9	97861338	98079991
FANCD2	3	10068113	10143614
FANCE	6	35420138	35434881
FANCF	11	22644079	22647387
FANCG	9	35073835	35080013
FANCI	15	89787194	89860362
FANCL	2	58386380	58468515
FANCM	14	45605136	45670092
FANK1	10	127585108	127698159
FAP	2	163027201	163100045
FAR1	11	13690206	13753891
FAR2	12	29302232	29487005
FARP1	13	98794816	99102016
FARP2	2	242295711	242434255
FARS2	6	5261277	5771816
FARSA	19	13033284	13044558
FARSB	2	223436162	223520827
FAS	10	90729553	90775541
FASLG	1	172628185	172636010
FASN	17	80036215	80056106
FASTK	7	150773708	150777951
FASTKD1	2	170386265	170430424
FASTKD2	2	207630112	207660909
FASTKD3	5	7859273	7869115
FASTKD5	20	3127167	3140532
FAT1	4	187508938	187647850
FAT2	5	150883654	150948505
FAT3	11	92085262	92629633
FAT4	4	126237567	126414086
FATE1	23	150884508	150891662
FAU	11	64888103	64889660
FBF1	17	73894724	73937119
FBL	19	40325094	40337054
FBLIM1	1	16083154	16114431
FBLL1	5	167956582	167957638
FBLN1	22	45898719	45998697
FBLN2	3	13573824	13679921
FBLN5	14	92335756	92414046
FBLN7	2	112895962	112945791
FBN1	15	48700505	48937918
FBN2	5	127593602	127873916
FBN3	19	8130288	8212381
FBP1	9	97365423	97402531
FBP2	9	97321005	97356075
FBRS	16	30671243	30682130
FBRSL1	12	133067157	133161771
FBXL12	19	9920945	9938492
FBXL13	7	102453308	102715288
FBXL14	12	1675160	1703331
FBXL15	10	104178979	104182893
FBXL16	16	742507	755808
FBXL17	5	107194740	107717799
FBXL18	7	5515429	5553399
FBXL19	16	30934392	30960104
FBXL2	3	33318934	33444994
FBXL20	17	37415384	37557876
FBXL21	5	135266092	135287279
FBXL22	15	63889596	63894618
FBXL3	13	77579390	77601331
FBXL4	6	99321601	99395849
FBXL5	4	15606154	15657013
FBXL6	8	145579092	145583036
FBXL7	5	15500305	15939900
FBXL8	16	67193891	67198077
FBXO10	9	37510890	37588929
FBXO11	2	48034061	48132814
FBXO15	18	71740588	71815100
FBXO16	8	28285930	28347784
FBXO17	19	39432042	39466380
FBXO18	10	5931535	5979555
FBXO2	1	11708450	11714739
FBXO21	12	117581586	117628300
FBXO22	15	76196200	76226942
FBXO22OS	15	76225024	76225471
FBXO24	7	100183956	100198740
FBXO25	8	356808	419873
FBXO27	19	39514664	39523198
FBXO28	1	224301791	224349749
FBXO3	11	33762492	33796071
FBXO30	6	146119274	146135921
FBXO31	16	87362944	87425708
FBXO32	8	124515359	124553446
FBXO33	14	39866878	39901704
FBXO34	14	55738021	55893431
FBXO36	2	230787207	230948016
FBXO38	5	147763546	147822399
FBXO39	17	6679552	6700420
FBXO4	5	41925356	41941663
FBXO40	3	121312170	121349139
FBXO41	2	73481800	73498043
FBXO42	1	16576560	16678948
FBXO43	8	101145660	101158076
FBXO44	1	11714432	11723383
FBXO45	3	196295725	196315928
FBXO46	19	46213889	46234151
FBXO47	17	37092685	37123655
FBXO48	2	68689507	68694390
FBXO5	6	153291660	153304740
FBXO6	1	11724150	11734407
FBXO7	22	32870707	32894817
FBXO8	4	175157812	175205402
FBXO9	6	52929796	52965668
FBXW10	17	18647326	18682661
FBXW11	5	171288556	171433877
FBXW12	3	48413709	48436188
FBXW2	9	123519254	123555740
FBXW4	10	103370422	103454743
FBXW5	9	139834888	139839173
FBXW7	4	153242411	153456343
FBXW8	12	117348761	117470180
FBXW9	19	12799123	12807455
FCAMR	1	207131404	207143970
FCAR	19	55385549	55401838
FCER1A	1	159259506	159278013
FCER1G	1	161185087	161189038
FCER2	19	7753643	7767032
FCF1	14	75179850	75203497
FCGBP	19	40353964	40440533
FCGR1A	1	149754250	149764073
FCGR1B	1	120926909	120935944
FCGR1C	1	149369294	149378295
FCGR2A	1	161475205	161493802
FCGR2B	1	161632940	161647951
FCGR2C	1	161551129	161570031
FCGR3A	1	161511553	161520413
FCGR3B	1	161592990	161601158
FCGRT	19	50015536	50029685
FCHO1	19	17858527	17899377
FCHO2	5	72251808	72386348
FCHSD1	5	141018870	141030986
FCHSD2	11	72547791	72853143
FCN1	9	137801436	137809809
FCN2	9	137772658	137779366
FCN3	1	27695603	27701315
FCRL1	1	157764196	157789940
FCRL2	1	157715523	157746922
FCRL3	1	157646278	157670775
FCRL4	1	157543540	157567870
FCRL5	1	157483168	157522310
FCRL6	1	159770301	159786046
FCRLA	1	161676762	161684141
FCRLB	1	161691334	161697932
FDFT1	8	11653082	11696817
FDPS	1	155278539	155290457
FDPSL2A	7	76099338	76104317
FDX1	11	110300594	110335604
FDX1L	19	10416066	10426691
FDXACB1	11	111744782	111750153
FDXR	17	72858620	72869156
FECH	18	55212074	55253969
FEM1A	19	4791728	4795569
FEM1B	15	68570141	68588020
FEM1C	5	114856608	114880591
FEN1	11	61560150	61564707
FER	5	108083523	108523373
FER1L4	20	34146508	34195484
FER1L5	2	97308574	97370623
FER1L6	8	124864227	125132301
FERD3L	7	19184405	19185044
FERMT1	20	6055493	6104191
FERMT2	14	53323990	53417815
FERMT3	11	63974152	63991363
FES	15	91427665	91439004
FETUB	3	186353758	186370796
FEV	2	219845809	219850379
FEZ1	11	125315650	125366123
FEZ2	2	36779404	36825332
FEZF1	7	121941449	121944565
FEZF2	3	62355347	62359190
FFAR1	19	35842445	35843367
FFAR2	19	35939203	35942667
FFAR3	19	35849488	35851387
FGA	4	155504280	155511897
FGB	4	155484132	155492236
FGD1	23	54471889	54522599
FGD2	6	36973423	36996845
FGD3	9	95709601	95798518
FGD4	12	32638906	32798982
FGD5	3	14860469	14976071
FGD6	12	95470526	95611240
FGF1	5	141971744	142077635
FGF10	5	44305097	44388784
FGF11	17	7323422	7349285
FGF12	3	191859684	192445388
FGF13	23	137713736	138287185
FGF14	13	102372163	103054124
FGF16	23	76709647	76712011
FGF17	8	21900428	21906317
FGF18	5	170846667	170884162
FGF19	11	69513007	69519106
FGF2	4	123747863	123819390
FGF20	8	16850334	16859674
FGF21	19	49258816	49261582
FGF22	19	639926	643703
FGF23	12	4477393	4488894
FGF3	11	69624737	69634192
FGF4	11	69587797	69590171
FGF5	4	81187742	81212170
FGF6	12	4543308	4554780
FGF7	15	49715375	49779522
FGF8	10	103529887	103535827
FGF9	13	22245215	22278640
FGFBP1	4	15937195	15939971
FGFBP2	4	15961864	15964859
FGFBP3	10	93666346	93669258
FGFR1	8	38268657	38326352
FGFR1OP	6	167412816	167454065
FGFR1OP2	12	27091316	27118862
FGFR2	10	123237845	123357972
FGFR3	4	1795039	1810599
FGFR4	5	176513921	176525124
FGFRL1	4	1004940	1020685
FGG	4	155525287	155533902
FGGY	1	59762625	60228400
FGL1	8	17721902	17767874
FGL2	7	76822689	76829150
FGR	1	27938803	27961727
FH	1	241660906	241683054
FHAD1	1	15573768	15726776
FHDC1	4	153864135	153900848
FHIT	3	59735038	61237133
FHL1	23	135228861	135293518
FHL2	2	105977285	106055230
FHL3	1	38462444	38471234
FHL5	6	97010435	97064512
FHOD1	16	67263294	67281425
FHOD3	18	33877702	34360018
FIBCD1	9	133777826	133814455
FIBIN	11	27015628	27018630
FIBP	11	65651212	65656010
FICD	12	108909051	108913380
FIG4	6	110012424	110146634
FIGF	23	15363718	15402577
FIGLA	2	71004442	71017775
FIGN	2	164464118	164592513
FIGNL1	7	50511834	50518088
FIGNL2	12	52211677	52216208
FILIP1	6	76004607	76203496
FILIP1L	3	99551989	99833349
FIP1L1	4	54243820	54326102
FIS1	7	100882895	100895593
FITM1	14	24600675	24602058
FITM2	20	42935197	42939889
FIZ1	19	56102738	56113336
FJX1	11	35639735	35642419
FKBP10	17	39968962	39979469
FKBP11	12	49315743	49319330
FKBP14	7	30052884	30066268
FKBP15	9	115927800	116037869
FKBP1A	20	1298215	1373816
FKBP1AP1	19	58336669	58338830
FKBP1B	2	24272584	24286548
FKBP2	11	64008413	64011606
FKBP3	14	45584803	45603732
FKBP4	12	2904108	2914585
FKBP5	6	35541362	35696360
FKBP6	7	72440192	72772641
FKBP7	2	179328393	179343355
FKBP8	19	18642568	18654387
FKBP9	7	32997005	33046542
FKBP9L	7	55748768	55772260
FKBPL	6	32096487	32098067
FKRP	19	47249303	47261832
FKSG29	13	100003674	100004281
FKSG73	2	92129159	92130494
FKSG83	6	27292540	27293739
FKTN	9	108320411	108403398
FLAD1	1	154955817	154965587
FLCN	17	17115529	17140502
FLG	1	152274651	152297679
FLG2	1	152321214	152332482
FLI1	11	128556430	128683161
FLII	17	18148153	18162055
FLJ10038	15	50641137	50647076
FLJ10213	3	73110810	73112469
FLJ10357	14	21538527	21558035
FLJ10661	8	8086092	8102386
FLJ11235	5	111755280	111756673
FLJ12825	12	54452038	54516018
FLJ13197	4	38614322	38666430
FLJ13224	12	31477250	31478879
FLJ14107	8	22497884	22499722
FLJ16779	20	61885330	61892963
FLJ22536	6	21665003	22214732
FLJ23867	1	180167144	180169857
FLJ25328	19	16144018	16152915
FLJ25363	3	109128837	109214014
FLJ25758	19	7004964	7006426
FLJ26850	19	50553937	50570049
FLJ30679	16	86588926	86590905
FLJ32063	2	200332821	200341658
FLJ33360	5	6310554	6337405
FLJ33630	5	127276135	127419299
FLJ34503	6	114225551	114242806
FLJ35024	9	2422702	2622373
FLJ35220	17	78388967	78411881
FLJ35390	7	44078698	44082081
FLJ35776	18	3594112	3597376
FLJ36000	17	21904062	21913070
FLJ36031	7	106299150	106301591
FLJ36777	4	7099151	7105103
FLJ37201	10	91451057	91457685
FLJ37307	13	52387483	52419286
FLJ37453	1	16160710	16174642
FLJ37543	5	60933636	61002362
FLJ39582	22	21356211	21364662
FLJ39609	1	852953	854817
FLJ39653	4	16228286	16259810
FLJ39739	1	147835127	148176401
FLJ40292	9	140657474	140659222
FLJ40330	2	89065419	89106125
FLJ40434	1	53904044	53905693
FLJ40504	17	26603608	26634017
FLJ40852	7	141404138	141438030
FLJ41941	22	18512151	18520734
FLJ42289	15	100884662	100890923
FLJ42393	3	187896331	187898596
FLJ42627	16	2688983	2696128
FLJ42709	5	92745065	92917003
FLJ42875	1	2976183	2980350
FLJ43390	14	62584075	62597232
FLJ43663	7	130628921	130794653
FLJ43859	9	84543343	84549913
FLJ43860	8	142443929	142517330
FLJ43950	9	84528352	84534838
FLJ44054	13	114586610	114626485
FLJ44082	9	84558415	84565009
FLJ44606	5	126381051	126409172
FLJ44635	23	71364034	71381599
FLJ45079	17	75875109	75880169
FLJ45244	14	95624025	95646270
FLJ45340	7	128281295	128301052
FLJ45445	19	197016	202209
FLJ45983	10	8092413	8095447
FLJ46111	11	9115910	9117737
FLJ46321	9	84603687	84610170
FLJ46361	10	124516210	124557161
FLJ90757	17	79002933	79008519
FLNA	23	153576900	153603006
FLNB	3	57994127	58157982
FLNC	7	128470483	128499327
FLOT1	6	30695513	30710453
FLOT2	17	27206358	27224715
FLRT1	11	63871362	63886645
FLRT2	14	85996488	86094269
FLRT3	20	14304643	14318270
FLT1	13	28874483	29069265
FLT3	13	28577412	28674729
FLT3LG	19	49977486	49990893
FLT4	5	180028507	180076624
FLVCR1	1	213031597	213070197
FLVCR2	14	76044940	76114512
FLYWCH1	16	2961980	3001208
FLYWCH2	16	2933196	2949382
FMN1	15	33066347	33360085
FMN2	1	240255185	240638483
FMNL1	17	43299292	43324681
FMNL2	2	153191751	153506346
FMNL3	12	50031724	50101197
FMO1	1	171217633	171255111
FMO2	1	171154388	171181822
FMO3	1	171060018	171086957
FMO4	1	171283486	171311222
FMO5	1	146655885	146697230
FMO6P	1	171106879	171130702
FMO9P	1	166573153	166594471
FMOD	1	203128625	203320289
FMR1	23	146993509	147032639
FMR1NB	23	147062849	147108180
FN1	2	216225181	216300791
FN3K	17	80693452	80709073
FN3KRP	17	80674582	80685889
FNBP1	9	132649466	132805473
FNBP1L	1	93913839	94020216
FNBP4	11	47738070	47788993
FNDC1	6	159590429	159693139
FNDC3A	13	49550048	49783914
FNDC3B	3	171757418	172118490
FNDC4	2	27714751	27718126
FNDC5	1	33327870	33338082
FNDC7	1	109255556	109285365
FNDC8	17	33448631	33457750
FNIP1	5	130977407	131132756
FNIP2	4	159690182	159827951
FNTA	8	42911442	42940923
FNTB	14	65381140	65529369
FOLH1	11	49168188	49230222
FOLH1B	11	89392465	89431885
FOLR1	11	71900602	71907366
FOLR2	11	71927819	71932993
FOLR3	11	71846771	71850934
FOLR4	11	94038803	94040857
FOS	14	75745481	75748935
FOSB	19	45971253	45978436
FOSL1	11	65659692	65667997
FOSL2	2	28615779	28637514
FOXA1	14	38059193	38064489
FOXA2	20	22561643	22566101
FOXA3	19	46367518	46377054
FOXB1	15	60296421	60328408
FOXB2	9	79634571	79635869
FOXC1	6	1610681	1614127
FOXC2	16	86600857	86602535
FOXD1	5	72742087	72744352
FOXD2	1	47901689	47906362
FOXD3	1	63788730	63790797
FOXD4	9	116235	118417
FOXD4L1	2	114256661	114258726
FOXD4L2	9	42717234	42720340
FOXD4L3	9	70917783	70920000
FOXD4L5	9	70175709	70178815
FOXD4L6	9	69199480	69202204
FOXE1	9	100615537	100618986
FOXE3	1	47881744	47883723
FOXF1	16	86544133	86548069
FOXF2	6	1390069	1395831
FOXG1	14	29236287	29238870
FOXH1	8	145699117	145701718
FOXI1	5	169532917	169536728
FOXI2	10	129535538	129539450
FOXI3	2	88747726	88752053
FOXJ1	17	74132417	74137371
FOXJ2	12	8185359	8208117
FOXJ3	1	42642211	42801548
FOXK1	7	4683388	4811074
FOXK2	17	80477594	80562481
FOXL1	16	86612115	86615303
FOXL2	3	138663067	138665982
FOXM1	12	2966850	2986303
FOXN1	17	26833278	26865173
FOXN2	2	48541795	48606434
FOXN3	14	89622517	90085494
FOXN4	12	109715784	109747025
FOXO1	13	41048131	41240734
FOXO3	6	108881026	109005971
FOXO3B	17	18569236	18576494
FOXO4	23	70316026	70323384
FOXP1	3	71004737	71633140
FOXP2	7	113726382	114331092
FOXP3	23	49106898	49121288
FOXP4	6	41514164	41570121
FOXQ1	6	1312675	1314992
FOXR1	11	118842417	118851994
FOXR2	23	55649833	55651757
FOXRED1	11	126139055	126148026
FOXRED2	22	36883234	36903148
FOXS1	20	30432103	30433420
FPGS	9	130556876	130576556
FPGT	1	74663926	74699770
FPR1	19	52249027	52255150
FPR2	19	52264453	52273777
FPR3	19	52298411	52329334
FRAS1	4	78978724	79465423
FRAT1	10	99079022	99081672
FRAT2	10	99092254	99094458
FREM1	9	14737153	14910993
FREM2	13	39261173	39461265
FRG1	4	190861974	190884358
FRG1B	20	29611879	29653908
FRG2	4	190945525	190948412
FRG2B	10	135438604	135440299
FRG2C	3	75713487	75716361
FRK	6	116262693	116381921
FRMD1	6	168456465	168479839
FRMD3	9	85857905	86153348
FRMD4A	10	13685707	14504143
FRMD4B	3	69219146	69591733
FRMD5	15	44165474	44487429
FRMD6	14	51955855	52197442
FRMD7	23	131211023	131262050
FRMD8	11	65154041	65180993
FRMPD1	9	37651052	37746901
FRMPD2	10	49364608	49482717
FRMPD2L1	10	48844043	48863632
FRMPD4	23	12156585	12740529
FRRS1	1	100174259	100231349
FRS2	12	69864129	69973561
FRS3	6	41737914	41747630
FRY	13	32605437	32870775
FRYL	4	48499380	48782316
FRZB	2	183698737	183731498
FSCB	14	44973355	44976499
FSCN1	7	5632454	5646285
FSCN2	17	79495417	79504155
FSCN3	7	127231463	127241843
FSD1	19	4304591	4323843
FSD1L	9	108210315	108311385
FSD2	15	83428024	83474806
FSHB	11	30252563	30256823
FSHR	2	49189653	49381630
FSIP1	15	39892234	40075039
FST	5	52776595	52781902
FSTL1	3	120113062	120169918
FSTL3	19	676389	683392
FSTL4	5	132532152	132948223
FSTL5	4	162305051	163085186
FTCD	21	47556177	47575481
FTH1	11	61731759	61735132
FTHL17	23	31089358	31090170
FTHL3	2	27615490	27616443
FTL	19	49468566	49470135
FTLP10	4	69048010	69078188
FTMT	5	121187650	121188521
FTO	16	53737875	54148378
FTSJ1	23	48334549	48344752
FTSJ2	7	2273928	2281833
FTSJ3	17	61896795	61905031
FTSJD1	16	71316204	71323513
FTSJD2	6	37400907	37449282
FUBP1	1	78412169	78444777
FUBP3	9	133454960	133513739
FUCA1	1	24171574	24194821
FUCA2	6	143816246	143832863
FUK	16	70488498	70514176
FUNDC1	23	44382886	44402221
FUNDC2	23	154255064	154285190
FUNDC2P2	2	84517806	84519324
FURIN	15	91411885	91426687
FUS	16	31191453	31203097
FUT1	19	49251270	49258647
FUT10	8	33228346	33330664
FUT11	10	75532049	75535974
FUT2	19	49199228	49209190
FUT3	19	5842899	5851485
FUT4	11	94277017	94283062
FUT5	19	5865838	5904025
FUT6	19	5830637	5839742
FUT7	9	139924626	139927292
FUT8	14	65877840	66209961
FUT9	6	96463845	96663487
FUZ	19	50310149	50316506
FXC1	11	6502677	6505910
FXN	9	71650479	71715094
FXR1	3	180630452	180694948
FXR2	17	7494548	7518071
FXYD1	19	35629732	35633953
FXYD2	11	117690790	117698807
FXYD3	19	35606732	35615227
FXYD4	10	43867092	43871783
FXYD5	19	35645627	35660785
FXYD6	11	117707693	117747367
FXYD7	19	35634154	35645205
FYB	5	39105358	39270759
FYCO1	3	45959396	46037307
FYN	6	111982487	112194627
FYTTD1	3	197476424	197511317
FZD1	7	90893783	90898131
FZD10	12	130647032	130650284
FZD2	17	42634925	42636907
FZD3	8	28351773	28421959
FZD4	11	86656722	86666433
FZD5	2	208627312	208634143
FZD6	8	104310667	104345092
FZD7	2	202899310	202903160
FZD8	10	35927177	35930362
FZD9	7	72848109	72850449
FZR1	19	3506295	3536755
G0S2	1	209848670	209849734
G2E3	14	31028329	31089046
G3BP1	5	151151476	151184913
G3BP2	4	76567955	76598667
G6PC	17	41052815	41065386
G6PC2	2	169757750	169766509
G6PC3	17	42148118	42153711
G6PD	23	153759606	153775787
GAA	17	78075355	78093678
GAB1	4	144257983	144395717
GAB2	11	77926343	78128766
GAB3	23	153903527	153979858
GAB4	22	17442829	17489112
GABARAP	17	7143740	7145753
GABARAPL1	12	10365489	10375722
GABARAPL2	16	75600249	75611778
GABARAPL3	15	90889765	90892679
GABBR1	6	29523390	29600962
GABBR2	9	101050366	101471175
GABPA	21	27106881	27144770
GABPB1	15	50569390	50647605
GABPB2	1	151043080	151091007
GABRA1	5	161274197	161326963
GABRA2	4	46251581	46392421
GABRA3	23	151335634	151619831
GABRA4	4	46920919	46995580
GABRA5	15	27112058	27194345
GABRA6	5	161112658	161129598
GABRB1	4	47033295	47428445
GABRB2	5	160715436	160975130
GABRB3	15	26788695	27184686
GABRD	1	1950768	1962192
GABRE	23	151121597	151143151
GABRG1	4	46037789	46126082
GABRG2	5	161494648	161582544
GABRG3	15	27216517	27778134
GABRP	5	170210723	170241048
GABRQ	23	151806637	151821825
GABRR1	6	89887223	89927496
GABRR2	6	89967239	90024967
GABRR3	3	97705528	97753831
GAD1	2	171673200	171717657
GAD2	10	26505236	26593491
GADD45A	1	68150883	68154019
GADD45B	19	2476135	2478257
GADD45G	9	92219927	92221467
GADD45GIP1	19	13064973	13068050
GADL1	3	30767692	30936153
GAGE1	23	49336707	49370958
GAGE10	23	49160125	49214429
GAGE12D	23	49227286	49332820
GAGE12F	23	49336158	49351813
GAGE12J	23	49178516	49294597
GAGE13	23	49188094	49323261
GAGE2A	23	49197582	49313700
GAGE2B	23	49216634	49242997
GAGE2C	23	49197596	49233490
GAGE2D	23	49197563	49223943
GAGE2E	23	49197607	49204921
GAGE4	23	49216634	49294597
GAGE8	23	49188104	49351916
GAK	4	843066	926174
GAL	11	68451983	68458642
GAL3ST1	22	30950624	30968817
GAL3ST2	2	242716240	242743702
GAL3ST3	11	65808237	65816651
GAL3ST4	7	99756866	99766373
GALC	14	88304164	88459907
GALE	1	24122089	24127294
GALK1	17	73747675	73761280
GALK2	15	49447976	49622002
GALM	2	38893052	38961908
GALNS	16	88880143	88923374
GALNT1	18	33161778	33291797
GALNT10	5	153570295	153799809
GALNT11	7	151722778	151819427
GALNT12	9	101569981	101612358
GALNT13	2	154728426	155310488
GALNT14	2	31133334	31378068
GALNT2	1	230193536	230417875
GALNT3	2	166604313	166651169
GALNT4	12	89913192	89919777
GALNT5	2	158114340	158167912
GALNT6	12	51745833	51785401
GALNT7	4	174089904	174245117
GALNT8	12	4829752	4881892
GALNT9	12	132680918	132905905
GALNTL1	14	69726915	69821183
GALNTL2	3	15935569	16271252
GALNTL4	11	11292421	11643561
GALNTL5	7	151653511	151717011
GALNTL6	4	172734575	173961556
GALP	19	56687389	56697144
GALR1	18	74962008	74982094
GALR2	17	74070892	74073573
GALR3	22	38219389	38221502
GALT	9	34646635	34650571
GAMT	19	1397089	1401552
GAN	16	81348571	81413801
GANAB	11	62392300	62414104
GANC	15	42565856	42645863
GAP43	3	115342151	115440334
GAPDH	12	6643657	6647536
GAPDHS	19	36024314	36036221
GAPT	5	57787330	57792185
GAPVD1	9	128024111	128127289
GAR1	4	110736666	110745891
GARNL3	9	130025941	130155826
GARS	7	30634181	30673646
GART	21	34876239	34915198
GAS1	9	89559279	89562104
GAS2	11	22688160	22834546
GAS2L1	22	29702997	29708774
GAS2L2	17	34071537	34079897
GAS2L3	12	100967489	101018683
GAS5	1	173833040	173837125
GAS6	13	114523524	114567046
GAS7	17	9813926	10101868
GAS8	16	90086069	90111379
GAST	17	39868613	39872220
GATA1	23	48644982	48652715
GATA2	3	128198265	128212030
GATA3	10	8096667	8117162
GATA4	8	11534468	11617509
GATA5	20	61038553	61051026
GATA6	18	19749416	19782227
GATAD1	7	92076765	92088742
GATAD2A	19	19496642	19619740
GATAD2B	1	153777204	153895451
GATC	12	120884284	120897761
GATM	15	45653324	45670980
GATS	7	99798279	99869855
GATSL1	7	74379083	74438803
GATSL2	7	74807605	74867341
GATSL3	22	30681108	30695540
GBA	1	155204244	155214488
GBA2	9	35736864	35749983
GBA3	4	22694548	22821191
GBAP1	1	155183617	155197325
GBAS	7	56032296	56067871
GBE1	3	81538850	81810950
GBF1	10	104005259	104142649
GBGT1	9	136028342	136039301
GBP1	1	89517987	89531043
GBP2	1	89571843	89616258
GBP3	1	89472367	89488549
GBP4	1	89646832	89664633
